´úÂë,2.²úÆ·´úÂë1,2.²úÆ·´úÂë2,2.²úÆ·´úÂë3,2.²úÆ·´úÂë4,2.²úÆ·´úÂë5,5.¼ÆÁ¿µ¥Î»1,5.¼ÆÁ¿µ¥Î»2,5.¼ÆÁ¿µ¥Î»3,5.¼ÆÁ¿µ¥Î»4,5.¼ÆÁ¿µ¥Î»5,6.Êµ¼Ê²úÁ¿1,6.Êµ¼Ê²úÁ¿2,6.Êµ¼Ê²úÁ¿3,6.Êµ¼Ê²úÁ¿4,6.Êµ¼Ê²úÁ¿5,2.Ô­¸¨²ÄÁÏ´úÂë1,2.Ô­¸¨²ÄÁÏ´úÂë2,2.Ô­¸¨²ÄÁÏ´úÂë3,2.Ô­¸¨²ÄÁÏ´úÂë4,2.Ô­¸¨²ÄÁÏ´úÂë5,3.¼ÆÁ¿µ¥Î»1,3.¼ÆÁ¿µ¥Î»2,3.¼ÆÁ¿µ¥Î»3,3.¼ÆÁ¿µ¥Î»4,3.¼ÆÁ¿µ¥Î»5,4.Êµ¼ÊÊ¹ÓÃÁ¿1,4.Êµ¼ÊÊ¹ÓÃÁ¿2,4.Êµ¼ÊÊ¹ÓÃÁ¿3,4.Êµ¼ÊÊ¹ÓÃÁ¿4,4.Êµ¼ÊÊ¹ÓÃÁ¿5,6.Áò·Ý£¨Ô­Ãº£©,6.Áò·Ý£¨Ï´¾«Ãº£©,6.Áò·Ý£¨ÆäËûÏ´Ãº£©,6.Áò·Ý£¨ÐÍÃº£©,6.Áò·Ý£¨½¹Ì¿£©,6.Áò·Ý£¨½¹Â¯ÃºÆø£©,6.Áò·Ý£¨¸ßÂ¯ÃºÆø£©,6.Áò·Ý£¨ÌìÈ»Æø*£©,6.Áò·Ý£¨Òº»¯ÌìÈ»Æø*£©,6.Áò·Ý£¨Òº»¯Ê¯ÓÍÆø*£©,6.Áò·Ý£¨Á¶³§¸ÉÆø*£©,6.Áò·Ý£¨Ô­ÓÍ*£©,6.Áò·Ý£¨ÆûÓÍ*£©,6.Áò·Ý£¨ÃºÓÍ*£©,6.Áò·Ý£¨²ñÓÍ*£©,6.Áò·Ý£¨È¼ÁÏÓÍ*£©,6.Áò·Ý£¨ÆäËûÈ¼ÁÏ*£©,7.»Ò·Ý£¨Ô­Ãº£©,7.»Ò·Ý£¨Ï´¾«Ãº£©,7.»Ò·Ý£¨ÆäËûÏ´Ãº£©,7.»Ò·Ý£¨ÐÍÃº£©
520112104211G191446515400,3111201007,,,,,¶Ö,,,,,86309,,,,,101101,311103,311105,311101,,¶Ö,¶Ö,¶Ö,¶Ö,,87215.1,105.5,17834.2,1757.7,,4.5,,,,,,,,,,,,,,,,,31.7,,,
520112104211G1L0327635500,14301101,,,,,¶Ö,,,,,200,,,,,143102,,,,,¶Ö,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,
520112202201G121459147500,22210204,22300401,,,,¶Ö,¶Ö,,,,1996,204,,,,222102,,,,,¶Ö,,,,,3520,,,,,5,,,,,,,,,,,,,,,,,22,,,
520112202201G162243471900,22300401,,,,,¶Ö,,,,,900,,,,,222102,,,,,¶Ö,,,,,1100,,,,,5,,,,,,,,,,,,,,,,,22,,,
520112202207G121459569500,22210204,,,,,¶Ö,,,,,5689,,,,,222102,,,,,¶Ö,,,,,7395.7,,,,,5,,,,,,,,,,,,,,,,,22,,,
520112202207G171431920800,22210204,,,,,¶Ö,,,,,3604,,,,,222102,,,,,¶Ö,,,,,4685.2,,,,,5,,,,,,,,,,,,,,,,,22,,,
520112203201G162225273900,22300401,,,,,¶Ö,,,,,1600,,,,,222102,,,,,¶Ö,,,,,2000,,,,,5,,,,,,,,,,,,,,,,,22,,,
520112203201G162225274700,22210204,,,,,¶Ö,,,,,3606,,,,,222102,,,,,¶Ö,,,,,5950,,,,,5,,,,,,,,,,,,,,,,,22,,,
520112203201G162243433X00,22230601,,,,,¶Ö,,,,,1650,,,,,222102,,,,,¶Ö,,,,,2723,,,,,5,,,,,,,,,,,,,,,,,22,,,
520112204205G178019393000,2620301101,,,,,¶Ö,,,,,5400,,,,,262405,262403,262406,262302,,¶Ö,¶Ö,¶Ö,¶Ö,,2400,600,1200,1200,,5,,,,,,,,,,,,,,,,,22,,,
520112205201G1520112G0628,31233001,,,,,Æ½·½Ã×/¶Ö,,,,,15,,,,,312302,312301,,,,¶Ö,¶Ö,,,,2.25,12.75,,,,,,,,,,,,,,,,,,,,,,,,
520112205201G1520112G0629,31233001,,,,,Æ½·½Ã×/¶Ö,,,,,4.5,,,,,312302,312301,,,,¶Ö,¶Ö,,,,0.675,3.825,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G121441312x00,31112010,,,,,¶Ö,,,,,336162,,,,,311101,311102,311103,311105,,¶Ö,¶Ö,¶Ö,¶Ö,,299656,23135,43755,80477,,2.7,,,,,,,,,,,,,,,,,17.6,,,
520113000000G121445889300,461001,,,,,Á¢·½Ã×,,,,,10905000,,,,,461001,,,,,Á¢·½Ã×,,,,,11123100,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G121462686900,,,,,,ÍòÌõ,,,,,200,,,,,,,,,,¶Ö,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G1520113g0008,101540,,,,,¶Ö,,,,,25000,,,,,101904,,,,,¶Ö,,,,,50250,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G1520113g0011,101540,,,,,¶Ö,,,,,25000,,,,,101904,,,,,¶Ö,,,,,50250,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G1520113G0017,101540,,,,,¶Ö,,,,,20000,,,,,101904,,,,,¶Ö,,,,,40200,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G1520113G0018,101540,,,,,¶Ö,,,,,70000,,,,,101904,,,,,¶Ö,,,,,140700,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G1520113G0020,101540,,,,,¶Ö,,,,,30000,,,,,101904,,,,,Íò¶Ö,,,,,6.03,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G1520113G0021,101540,,,,,¶Ö,,,,,20000,,,,,101904,,,,,Íò¶Ö,,,,,4.02,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G1520113G0025,101299,,,,,¶Ö,,,,,20000,,,,,101201,,,,,ÍòÁ¢·½,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G1520113G0039,101540,,,,,¶Ö,,,,,50000,,,,,101904,,,,,¶Ö,,,,,100500,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G1520113G0047,101540,,,,,¶Ö,,,,,96000,,,,,101904,,,,,¶Ö,,,,,72000,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G1520113G0049,101540,,,,,¶Ö,,,,,52000,,,,,101904,,,,,¶Ö,,,,,104520,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G158843308100,,,,,,¸ö,,,,,121500,,,,,,,,,,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,,,60000,1500,60000,,,,,,,,,,,,,,,,,,,,,,,
520113000000G162243544700,316530,,,,,Ç§¿Ë,,,,,8000,,,,,316907,,,,,¶Ö,,,,,10000,,,,,2.7,,,,,,,,,,,,,,,,,17.6,,,
520113000000G166298971900,10124002,,,,,¶Ö,,,,,4000,,,,,,,,,,¶Ö,,,,,6000,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G166299493X00,,,,,,¶Ö/Äê,,,,,30201,,,,,,,,,,¶Ö,¶Ö,¶Ö,,,26111,4649,8752,,,1.34,,,,,,,,,,,,,,,,,16.69,,,
520113000000G167070851800,3131503001,3131503099,,,,Á¢·½Ã×/Ç§¿Ë,Á¢·½Ã×/Ç§¿Ë,,,,48251,38843,,,,,,,,,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,4957000,4229000,12180000,4883000,1577000,2,,,,,,,,,,,,,,,,,16.69,,,
520113000000G167073849300,3141301005,,,,,Æ½·½Ã×/Ç§¿Ë,,,,,10600,,,,,,,,,,Æ½·½Ã×,,,,,12700,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G167540510200,,,,,,¶Ö,¶Ö,,,,200,800,,,,,313511,,,313504,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,30,200,200,150,350,,,,,,,,,,,,,,,,,,,,,
520113000000G167543371x00,39312099,,,,,Ç§Ã×/¶Ö,,,,,10000,,,,,,,,,,¶Ö,¶Ö,¶Ö,,,40,70,100,,,,,,,,,,,,,,,,,,,,,,,
520113000000G168015046700,,,,,,Á¢·½,,,,,500000,,,,,,,,,,Á¢·½,,,,,600000,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G168017692200,36961099,,,,,Ì¨,,,,,1900,,,,,,,,,,¶Ö,¶Ö,Á¢·½,¶Ö,,900,20,120,100,,,,,,,,,,,,,,,,,,,,,,
520113000000G168018474600,31653801,31653899,,,,Ç§¿Ë,Ç§¿Ë,,,,4000,500,,,,,,,,,¶Ö,¶Ö,,,,4600,100,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G168018512400,306030,,,,,¶Ö,,,,,540000,,,,,,,,,,¶Ö,,,,,75.6,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G168019810100,301035,,,,,¶Ö,,,,,170,,,,,,,,,,¶Ö,¶Ö,,,,155,15,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G168395503200,372510,,,,,Ç§¿Ë,,,,,5000,,,,,,,,,,Ç§¿Ë,,,,,6000,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G168395804900,23201101,,,,,Áî,,,,,18000,,,,,,,,,,Áî,,,,,18000,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G168398452X00,312199,,,,,¶Ö,,,,,500,,,,,,,,,,¶Ö,¶Ö,¶Ö,,,200,200,100,,,,,,,,,,,,,,,,,,,,,,,
520113000000G168398986500,3412,,,,,Æ½·½Ã×,,,,,20000,,,,,,,,,,¶Ö,Æ½·½Ã×,,,,60,18000,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G168399011000,13201121,,,,,¶Ö,,,,,630,,,,,132002,,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,466.2,63,30,12,31,,,,,,,,,,,,,,,,,,,,,
520113000000G168399259700,,,,,,Ã×,,,,,1000000,,,,,,,,,,Ç§¿Ë,Ç§¿Ë,,,,100000,100000,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G169272114X00,3411101001,293010,,,,¶Ö,Íò¼þ¨M¶Ö,,,,18,20,,,,341101,341106,,,,¶Ö,¶Ö,,,,5,1.2,2.5,,,,,,,,,,,,,,,,,,,,,,,
520113000000G170951000800,344610,,,,,Ç§¿Ë,,,,,1870000,,,,,358201,358202,,,,¶Ö,¶Ö,,,,2200,100,,,,3.3,,,,,,,,,,,,,,,,,37.7,,,
520113000000G170951086800,10110102,,,,,¶Ö,,,,,20000,,,,,101904,,,,,Íò·½,,,,,2.87,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G170967273600,,,,,,Á¾,Á¾,,,,4738,616,,,,371105,371108,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,25000,564,8224.6,1000,163.84,3.98,,,,,,,,,,,,,,,,,24.86,,,
520113000000G171433234900,14831102,14835101,,,,¶Ö,¶Ö,,,,1200,1568,,,,,149201,,,149201,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,2380,275,80,60,18,,,,,,,,,,,,,,,,,,,,,
520113000000G172213711300,2730,,,,,¶Ö,,,,,175,,,,,273001,,,,,¶Ö,,,,,178,,,,,2.74,,,,,,,,,,,,,,,,,14.69,,,
520113000000G172216442900,1351110102,,,,,¶Ö,,,,,10000,,,,,135101,,,,,ÍòÍ·,,,,,10,,,,,2.72,,,,,,,,,,,,,,,,,14.69,,,
520113000000G173661516300,331610,331630,317342,,,¶Ö,¶Ö,Ç§¿Ë,,,1175086,369550.9,229633.4,,,331601,331602,331603,319102,,¶Ö,¶Ö,¶Ö,¶Ö,,2234157.96,713290.196,8394.492,3627.6,,3,0.9,,,0.6,,,,,,,,,,,,,31.93,,,
520113000000G174114731700,346001,,,,,¶Ö,,,,,305.93,,,,,346018,346013,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,227,15.9,6.3,2.6,2.6,,,,,,,,,,,,,,,,,,,,,
520113000000G174570127400,1530601101,1530351101,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,27443.15,24475.9,2754.44,79747.92,16390.35,153902,,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,129.3,331.809,3679.867,218.834,58.693,2.9,,,,,,,,,,,,,,,,,14.85,,,
520113000000G175015469000,324501,,,,,¶Ö,,,,,59525,,,,,322004,,,,,¶Ö,,,,,71430,,,,,2.7,,,,,,,,,,,,,,,,,14.69,,,
520113000000G176135752200,3340101603,33163007,,,,Ç§¿Ë,¶Ö,,,,12869168,1003.85,,,,334006,334007,334009,,,¶Ö,¶Ö,¶Ö,,,13295.17,849.31,5.98,,,2.13,,,,,,,,,,,,,,,,,13.2,,,
520113000000G176605821400,2641110202,,,,,¶Ö,,,,,80,,,,,264104,264103,264102,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,15,8,20,30,7,2.72,,,,,,,,,,,,,,,,,14.7,,,
520113000000G176607460100,26250107,,,,,¶Ö,,,,,2456,,,,,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,,113.2,191.4,249.5,1907.4,,,,,,,,,,,,,,,,,,,,,,
520113000000G177534049X00,14831102,14835101,,,,¶Ö,¶Ö,,,,1400,1412.5,,,,149201,149202,,,,¶Ö,¶Ö,¶Ö,¶Ö,,280,20,2400,140,,,,,,,,,,,,,,,,,,,,,,
520113000000G178016991400,344610,,,,,Ç§¿Ë,,,,,22230,,,,,358201,358202,,,,¶Ö,¶Ö,,,,21,3.7,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G178019572500,,,,,,Ì¨,,,,,195,,,,,,,,,,¶Ö,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G178975945100,34461040,,,,,Ç§¿Ë,,,,,3000,,,,,358201,,,,,¶Ö,¶Ö,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G178979812700,101540,,,,,¶Ö,,,,,15000,,,,,101904,,,,,¶Ö,,,,,30150,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G179529930800,,,,,,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,,37468,25522,29537,25821,,,,,,,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,,123309,59110,61290,59880,,,,,,,,,,,,,,,,,,,,,,
520113000000G179884790400,32101101,,,,,¶Ö,,,,,10521.7,,,,,321001,321009,321011,321002,,¶Ö,¶Ö,¶Ö,¶Ö,,18066.2,13443.1,2109.9,1874.2,,,,,,0.59,,,,,,,,,,,,,,,,
520113000000G1L0327511700,2614010111,,,,,¶Ö,,,,,60,,,,,,,,,,¶Ö,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G1l2100557500,101540,,,,,¶Ö,,,,,20000,,,,,101904,,,,,¶Ö,,,,,40200,,,,,,,,,,,,,,,,,,,,,,,,,
520113000000G1L2100810000,101540,,,,,¶Ö,,,,,23000,,,,,101904,,,,,¶Ö,,,,,46230,,,,,,,,,,,,,,,,,,,,,,,,,
520113001000G1520113G0081,372610,,,,,Á¾,,,,,700,,,,,,,,,,¶Ö,¶Ö,¶Ö,,,1.02,0.12,0.02,,,,,,,,,,,,,,,,,,,,,,,
520113001000G1520113G0099,372610,,,,,Á¾,,,,,200,,,,,,,,,,Æ¿,Æ¿,¶Ö,,,50,200,0.8,,,,,,,,,,,,,,,,,,,,,,,
520113001001G112887820800,372610,,,,,Á¾,,,,,800,,,,,,,,,,Éý,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,
520113001001G120327046300,14105104,14105101,,,,¶Ö,¶Ö,,,,75,75,,,,141901,,,,,¶Ö,¶Ö,¶Ö,¶Ö,,120,20,15.8,0.2,,,,,,,,,,,,,,,,,,,,,,
520113001001G121462569800,372610,,,,,Á¾,,,,,10,,,,,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,2,5,0.08,0.01,0.01,,,,,,,,,,,,,,,,,,,,,
520113001001G162243503300,3135401001,3135401002,,,,Ç§¿Ë,Ç§¿Ë,,,,552000,398000,,,,313502,313501,,,,¶Ö,¶Ö,,,,350,600,,,,,,,,0.7,,,,,,,,,,,,,,,,
520113001001G170960325500,,,,,,ÍòÖ»,,,,,76,,,,,,,,,,¶Ö,¶Ö,,,,800,20,,,,,,,,,,,,,,,,,,,,,,,,
520113001001G170968322400,2620301103,,,,,¶Ö,,,,,538,,,,,,,,,,¶Ö,¶Ö,¶Ö,,,320,28,185,,,2.85,,,,,,,,,,,,,,,,,14.7,,,
520113001002G1520113G0110,372610,,,,,Á¾,,,,,500,,,,,,,,,,¶Ö,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,
520113001002G1520113G0111,372610,,,,,Á¾,,,,,20,,,,,,,,,,¶Ö,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,
520113002001G121441166501,372610,,,,,Á¾,,,,,80,,,,,,,,,,¶Ö,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
520113002004G173661516300,331610,331630,317342,,,¶Ö,¶Ö,Ç§¿Ë,,,1090477,437422.69,289375770,,,331601,331602,331603,319102,,¶Ö,¶Ö,¶Ö,¶Ö,,2010882,855278,12636,48495,,3,0.9,0.6,,0.6,,,,,,,,,,,,,28.7,14.6,16.5,
520113002006G166696623100,,31653201,31653202,31653299,,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,Ç§¿Ë,,272260,248510,461520,130250,,316902,316903,316904,316907,,¶Ö,¶Ö,¶Ö,¶Ö,,247.37,213.72,383.68,277.49,,,,,,,,,,,,,,,,,,,,,,
520113002009G1520113G0105,372610,,,,,Á¾,,,,,1000,,,,,,,,,,¶Ö,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,
520113003000G1520113G0090,372610,,,,,Á¾,,,,,30,,,,,,,,,,¶Ö,,,,,0.778,,,,,,,,,,,,,,,,,,,,,,,,,
520113003000G1520113G0098,372610,,,,,Á¾,,,,,380,,,,,,,,,,Éý,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,
520113003000G1520113G0113,372610,,,,,Á¾,,,,,80,,,,,,,,,,¶Ö,,,,,4.32,,,,,,,,,,,,,,,,,,,,,,,,,
520113003000G1520113G0115,372610,,,,,Á¾,,,,,120,,,,,,,,,,¶Ö,,,,,1.037,,,,,,,,,,,,,,,,,,,,,,,,,
520113003000G177534049X00,14831102,14835101,,,,¶Ö,¶Ö,,,,1400,1412.5,,,,149201,149202,,,,¶Ö,¶Ö,¶Ö,¶Ö,,280,20,2400,140,,,,,,,,,,,,,,,,,,,,,,
520113003003G1520113G0108,372610,,,,,Á¾,,,,,67,,,,,,,,,,¶Ö,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
520113003003G1520113G0112,372610,,,,,Á¾,,,,,20,,,,,,,,,,¶Ö,,,,,0.454,,,,,,,,,,,,,,,,,,,,,,,,,
520113003004G173094054700,1430201101,,,,,¶Ö,¶Ö,¶Ö,,,73.92,36.96,36.96,,,143201,143202,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,19.8,19.8,10.8,5.4,16.2,,,,,,,,,,,,,,,,,,,,,
520113004000G178016061000,3340101101,,,,,Ç§¿Ë,,,,,1849000,,,,,334001,334003,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,1201,648,3,15,3.3,,,,,,,,,,,,,,,,,,,,,
520113004001G170967273600,,,,,,Á¾,Á¾,,,,5978,969,,,,371105,371108,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,35200,558,209258,2412,505,4.41,,,,,,,,,,,,,,,,,30.8,,,
520113100000G121462188100,22230602,,,,,¶Ö,,,,,350,,,,,222301,,,,,¶Ö,,,,,549.5,,,,,2.32,,,,,,,,,,,,,,,,,12.531,,,
520113100000G1520113G0092,372610,,,,,Á¾,,,,,80,,,,,,,,,,¶Ö,,,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,
520113100000G166298567000,13924001,,,,,¶Ö,,,,,50,,,,,139201,,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,80,1,0.5,0.1,0.1,2.75,,,,,,,,,,,,,,,,,14.26,,,
520113100000G176135752200,3340101603,3352101005,,,,Ç§¿Ë,Ç§¿Ë,,,,12869000,1003851,,,,334007,334006,334009,,,¶Ö,¶Ö,¶Ö,,,849.31,13295.17,5.98,,,2.13,,,,,,,,,,,,,,,,,13.2,,,
520113100001G1520113G0083,372610,,,,,Á¾,,,,,120,,,,,,,,,,¶Ö,¶Ö,¶Ö,,,0.1,0.01,0.001,,,,,,,,,,,,,,,,,,,,,,,
520113100001G1520113G0085,372610,,,,,Á¾,,,,,50,,,,,,,,,,¹«½ï,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,
520113100001G1520113G0114,372610,,,,,Á¾,,,,,80,,,,,,,,,,¶Ö,,,,,0.583,,,,,,,,,,,,,,,,,,,,,,,,,
520113100001G1L1285264100,372610,,,,,Á¾,,,,,80,,,,,,,,,,¶Ö,,,,,0.324,,,,,,,,,,,,,,,,,,,,,,,,,
520113100202G121447052600,16500102,30251001,,,,¶Ö,¶Ö,,,,628,280,,,,,,,,,¶Ö,¶Ö,,,,650,284,,,,3.8,,,,,,,,,,,,,,,,,24,,,
520113100202G121462180600,31734202,,,,,Ç§¿Ë,,,,,11086000,,,,,319101,319102,,,,¶Ö,¶Ö,,,,8325,3438,,,,0.8,,,,,,,,,,,,,,,,,5.4,,,
520113100202G166298047400,312330,,,,,Æ½·½Ã×/¶Ö,,,,,2250,,,,,312301,312302,,,,¶Ö,¶Ö,,,,720,360,,,,,,,,,,,,,,,,,,,,,,,,
520113100202G179529022300,26115103,,,,,¶Ö,,,,,190,,,,,,,,,,¶Ö,,,,,400,,,,,2.3,,,,,,,,,,,,,,,,,17,,,
520113100203G170963942600,31311011,,,,,Ç§¿é/Ç§¿Ë,,,,,8000,,,,,313103,313101,313102,,,¶Ö,¶Ö,¶Ö,,,6800,2900,8700,,,2.3,,,,,,,,,,,,,,,,,22,,,
520113100203G172216442900,1351110102,,,,,¶Ö,,,,,10000,,,,,135101,,,,,ÍòÍ·,,,,,9.0866,,,,,2.72,,,,,,,,,,,,,,,,,14.69,,,
520113100204G121440124800,33521020,,,,,Ç§¿Ë,,,,,3500000,,,,,335104,,,,,¶Ö,,,,,3880,,,,,,,,,,,,,,,,,,,,,,,,,
520113100204G121441166503,33521020,3340101607,,,,Ç§¿Ë,Ç§¿Ë,,,,3854000,1500000,,,,335104,335105,,,,¶Ö,¶Ö,¶Ö,¶Ö,,5351,7,23,181,,0.24,,,,,,,,,,,,,,,,,31.2,,,
520113100204G121441844500,274099,,,,,¶Ö,,,,,36,,,,,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,23,11.5,8.625,2.875,11.5,,,,,,,,,,,,,,,,,,,,,
520113100204G121446454800,1330110104,,,,,¶Ö,,,,,5658,,,,,133103,,,,,¶Ö,,,,,45000,,,,,3.82,,,,,,,,,,,,,,,,,23.77,,,
520113100204G121462209100,2230010101,,,,,¶Ö,,,,,290.75,,,,,,,,,,¶Ö,¶Ö,¹«½ï,¹«½ï,¹«½ï,277,10,2500,500,750,,,,,,,,,,,,,,,,,,,,,
520113100204G121462479100,34321010,,,,,Ç§¿Ë/¸ö,,,,,1995000,,,,,,,,,,¶Ö,,,,,2048,,,,,,,,,,,,,,,,,,,,,,,,,
520113100204G1520113G0080,372610,,,,,Á¾,,,,,900,,,,,,,,,,¶Ö,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
520113100204G1520113G0093,372610,,,,,Á¾,,,,,560,,,,,,,,,,Éý,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,
520113100204G1520113G0103,372610,,,,,Á¾,,,,,35,,,,,,,,,,¶Ö,,,,,0.259,,,,,,,,,,,,,,,,,,,,,,,,,
520113100204G1520113G0109,372610,,,,,Á¾,,,,,70,,,,,,,,,,¶Ö,,,,,0.972,,,,,,,,,,,,,,,,,,,,,,,,,
520113100204G1520113G0122,372610,,,,,Á¾,,,,,600,,,,,,,,,,¶Ö,¶Ö,,,,1.62,0.02,,,,,,,,,,,,,,,,,,,,,,,,
520113100204G1520113G0123,372610,,,,,Á¾,,,,,120,,,,,,,,,,¶Ö,¶Ö,¶Ö,,,1.2,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,
520113100204G1520113G0125,372610,,,,,Á¾,,,,,100,,,,,,,,,,¶Ö,¶Ö,¶Ö,,,1,0.03,0.05,,,,,,,,,,,,,,,,,,,,,,,
520113100204G1520113G0128,13115102,,,,,¶Ö,,,,,186,,,,,,,,,,¶Ö,,,,,200.3,,,,,,,,,,,,,,,,,,,,,,,,,
520113100204G162221025600,,,,,,¶Ö,¶Ö,,,,30,18,,,,,,,,,¶Ö,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,
520113100204G166297501800,372610,,,,,Á¾,,,,,300,,,,,,,,,,¶Ö,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,
520113100204G170951000800,344610,,,,,¶Ö,,,,,1870,,,,,358201,358202,,,,¶Ö,¶Ö,,,,2200,100,,,,3.3,,,,,,,,,,,,,,,,,37.7,,,
520113100204G170963242700,1371,,,,,¶Ö,,,,,48,,,,,,,,,,Ç§¿Ë,¹«½ï,¹«½ï,¹«½ï,¹«½ï,6000,24000,8200,10000,3000,,,,,,,,,,,,,,,,,,,,,
520113100204G171433234900,14831102,14835101,,,,¶Ö,¶Ö,,,,1200,1568,,,,149201,149202,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,275,18,2380,80,60,,,,,,,,,,,,,,,,,,,,,
520113100204G172218737200,14105101,,,,,¶Ö,,,,,50,,,,,141901,,,,,¶Ö,¶Ö,¶Ö,,,40,10,8,,,,,,,,,,,,,,,,,,,,,,,
520113100204G173095484200,372610,,,,,Á¾,,,,,900,,,,,,,,,,¶Ö,¶Ö,,,,2.25,0.03,,,,,,,,,,,,,,,,,,,,,,,,
520113100204G173661350400,14301101,,,,,¶Ö,,,,,1593,,,,,143102,,,,,¶Ö,,,,,1594,,,,,,,,,,,,,,,,,,,,,,,,,
520113100204G175017466700,317340,,,,,Ç§¿Ë,,,,,28536000,,,,,319101,319102,,,,¶Ö,¶Ö,¶Ö,,,55000,18000,6351,,,2.75,1.2,,,,,,,,,,,,,,,,14.69,11.88,,
520113100204G176138385100,1430704101,,,,,¶Ö,,,,,360,,,,,143901,,,,,¶Ö,¶Ö,,,,300,75,,,,2.72,,,,,,,,,,,,,,,,,14.69,,,
520113100204G177532206400,1410110204,,,,,¶Ö,,,,,15,,,,,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,,3,3,3,6,,,,,,,,,,,,,,,,,,,,,,
520113100204G178018953600,14105101,,,,,¶Ö,,,,,60,,,,,141901,,,,,¶Ö,¶Ö,¶Ö,,,42,13.8,4.2,,,,,,,,,,,,,,,,,,,,,,,
520113100204G178548105000,223004,,,,,¶Ö,,,,,10,,,,,,,,,,¶Ö,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
520113100204G179884141400,316532,,,,,¶Ö,,,,,1600,,,,,316902,,,,,¶Ö,¶Ö,,,,298,1264.66,,,,,,,,,,,,,,,,,,,,,,,,
